I,J,V
1164,554,1923369.6473496608
1164,1164,-2609192.309521586
472,304,-461326.2558821477
472,914,8021497.59453506
1082,304,2021497.5945350672
1082,914,-1196473.2517611398
554,304,461326.2558821477
554,914,-8021497.59453506
1164,304,-2021497.5945350672
1164,914,1196473.2517611398
554,472,5164940.822681788
554,1082,121465.25580659066
1164,472,-5878534.744193416
1164,1082,-3138722.5081104124
304,472,-5164940.822681788
304,1082,-121465.25580659066
914,472,5878534.744193416
914,1082,3138722.5081104124
554,554,-6981043.489366319
554,1164,4066332.4976913333
1164,554,7066332.497691332
1164,1164,-6944388.0693931645
304,554,6981043.489366319
304,1164,-4066332.4976913333
914,554,-7066332.497691332
914,1164,6944388.0693931645
554,304,1816102.6666845311
554,914,-4187797.753497924
1164,304,-1187797.7534979156
1164,914,10083110.577503577
304,304,-1816102.6666845311
304,914,4187797.753497924
914,304,1187797.7534979156
914,914,-10083110.577503577
304,472,6058390.977601974
304,1082,2976662.691378806
914,472,5976662.691378814
914,1082,4551441.565870854
472,472,-6058390.977601974
472,1082,-2976662.691378806
1082,472,-5976662.691378814
1082,1082,-4551441.565870854
304,554,-4703614.566799593
304,1164,857037.1496583303
914,554,-5142962.850341663
914,1164,4335195.75987157
472,554,4703614.566799593
472,1164,-857037.1496583303
1082,554,5142962.850341663
1082,1164,-4335195.75987157
304,304,-1354776.410802381
304,914,-3833699.8410371365
914,304,-833699.8410371519
914,914,-8886637.325742424
472,304,1354776.410802381
472,914,3833699.8410371365
1082,304,833699.8410371519
1082,914,8886637.325742424
642,32,-3396152.3441424887
642,642,-4674837.285602773
543,32,7996958.799640836
543,642,6396152.344142486
1153,32,3396152.3441424887
1153,642,4674837.285602773
642,543,4000000.0000000168
642,1153,2581931.917291622
543,543,-15491591.503749732
543,1153,-1000000.0000000041
1153,543,-4000000.0000000168
1153,1153,-2581931.917291622
642,31,-603847.6558575281
642,641,2092905.368311151
543,31,7494632.704108896
543,641,-5396152.344142483
1153,31,603847.6558575281
1153,641,-2092905.368311151
543,32,7059605.033419888
543,642,5603847.655857529
1153,32,-396152.3441424852
1153,642,-2165409.9800926526
641,32,396152.3441424852
641,642,2165409.9800926526
543,543,-15926619.174438756
543,1153,1000000.0000000041
1153,543,4000000.0000000168
1153,1153,-2654436.5290731257
641,543,-4000000.0000000168
641,1153,2654436.5290731257
543,31,8867014.141018867
543,641,-6603847.655857532
1153,31,-3603847.6558575314
1153,641,4819846.509165779
641,31,3603847.6558575314
641,641,-4819846.509165779
641,32,3792304.6882849266
641,642,6840247.265695342
642,32,-3792304.6882849266
642,642,-6840247.265695342
641,543,-7999999.999999936
641,1153,72504.61178150409
642,543,7999999.999999936
642,1153,-72504.61178150409
641,31,4207695.311715009
641,641,-6912751.877476846
642,31,-4207695.311715009
642,641,6912751.877476846
56,56,-4819775.6847482985
56,666,3603272.463809279
666,56,6603272.463809228
666,666,-8863281.795977466
541,56,4819775.6847482985
541,666,-3603272.463809279
1151,56,-6603272.463809228
1151,666,8863281.795977466
56,541,2653798.0156798474
56,1151,-4000000.0000000983
666,541,-1000000.0000000244
666,1151,15922788.094079085
541,541,-2653798.0156798474
541,1151,4000000.0000000983
1151,541,1000000.0000000244
1151,1151,-15922788.094079085
56,55,2165977.669068451
56,665,396727.53619081946
666,55,-5603272.463809202
666,665,-7059506.298101619
541,55,-2165977.669068451
541,665,-396727.53619081946
1151,55,5603272.463809202
1151,665,7059506.298101619
541,56,-2093886.5370365933
541,666,603272.4638092823
1151,56,-5396727.536190761
1151,666,7492053.090292765
55,56,2093886.5370365933
55,666,-603272.4638092823
665,56,5396727.536190761
665,666,-7492053.090292765
541,541,-2581706.8836480053
541,1151,-4000000.0000000983
1151,541,-1000000.0000000244
1151,1151,-15490241.301888032
55,541,2581706.8836480053
55,1151,4000000.0000000983
665,541,1000000.0000000244
665,1151,15490241.301888032
541,55,4675593.420684598
541,665,3396727.536190816
1151,55,6396727.5361907855
1151,665,7998188.211595266
55,55,-4675593.420684598
55,665,-3396727.536190816
665,55,-6396727.5361907855
665,665,-7998188.211595266
55,56,6913662.221784653
55,666,-4206544.927618423
665,56,-1206544.9276184845
665,666,1371228.705684736
56,56,-6913662.221784653
56,666,4206544.927618423
666,56,1206544.9276184845
666,666,-1371228.705684736
55,541,-72091.13203186686
55,1151,7999999.999999903
665,541,1999999.9999999756
665,1151,-432546.7921912012
56,541,72091.13203186686
56,1151,-7999999.999999903
666,541,-1999999.9999999756
666,1151,432546.7921912012
55,55,-6841571.089752787
55,665,-3793455.0723814806
665,55,-793455.072381491
665,665,-938681.9134935348
56,55,6841571.089752787
56,665,3793455.0723814806
666,55,793455.072381491
666,665,938681.9134935348
686,76,-3603940.181277181
686,686,-4820538.705505621
542,76,8865058.012241714
542,686,6603940.181277186
1152,76,3603940.181277181
1152,686,4820538.705505621
686,542,3999999.9999999995
686,1152,2653660.332342979
542,542,-15921961.994057873
542,1152,-999999.9999999998
1152,542,-3999999.9999999995
1152,1152,-2653660.332342979
686,75,-396059.8187228185
686,685,2166878.373162642
542,75,7056903.981816159
542,685,-5603940.181277186
1152,75,396059.8187228185
1152,685,-2166878.373162642
542,76,7492186.631731128
542,686,5396059.818722801
1152,76,-603940.1812771845
1152,686,-2094331.2648434802
685,76,603940.1812771845
685,686,2094331.2648434802
542,542,-15486679.34414281
542,1152,999999.9999999998
1152,542,3999999.9999999995
1152,1152,-2581113.2240238017
685,542,-3999999.9999999995
685,1152,2581113.2240238017
542,75,7994492.712411681
542,685,-6396059.818722801
1152,75,-3396059.8187228153
1152,685,4675444.488867282
685,75,3396059.8187228153
685,685,-4675444.488867282
685,76,4207880.362554359
685,686,6914869.970349096
686,76,-4207880.362554359
686,686,-6914869.970349096
685,542,-8000000.000000002
685,1152,-72547.108319165
686,542,8000000.000000002
686,1152,72547.108319165
685,75,3792119.6374456417
685,685,-6842322.862029931
686,75,-3792119.6374456417
686,685,6842322.862029931
12,12,-4674837.285602732
12,622,3396152.3441424808
544,12,4674837.285602732
544,622,-3396152.3441424808
1154,12,-6396152.3441424845
1154,622,7996958.799640917
12,544,2581931.917291654
12,1154,-4000000.0
544,544,-2581931.917291654
544,1154,4000000.0
1154,544,999999.9999999999
1154,1154,-15491591.503749922
12,11,2092905.3683110776
12,621,603847.6558575195
544,11,-2092905.3683110776
544,621,-603847.6558575195
1154,11,5396152.3441424845
1154,621,7494632.704109005
544,12,-2165409.9800925804
544,622,396152.344142477
1154,12,-5603847.65585753
1154,622,7059605.033419989
11,12,2165409.9800925804
11,622,-396152.344142477
544,544,-2654436.5290731583
544,1154,-4000000.0
1154,544,-999999.9999999999
1154,1154,-15926619.17443895
11,544,2654436.5290731583
11,1154,4000000.0
544,11,4819846.509165739
544,621,3603847.655857523
1154,11,6603847.65585753
1154,621,8867014.14101896
11,11,-4819846.509165739
11,621,-3603847.655857523
11,12,6840247.265695313
11,622,-3792304.688284958
12,12,-6840247.265695313
12,622,3792304.688284958
11,544,72504.61178150498
11,1154,8000000.000000001
12,544,-72504.61178150498
12,1154,-8000000.000000001
11,11,-6912751.877476818
11,621,-4207695.311715043
12,11,6912751.877476818
12,621,4207695.311715043
432,432,-2356144.8488423475
432,1042,1388467.5901819349
1042,432,4388467.590181933
1042,1042,-12753930.600351702
430,432,2356144.8488423475
430,1042,-1388467.5901819349
1040,432,-4388467.590181933
1040,1042,12753930.600351702
432,430,2502821.5709748482
432,1040,504849.2778490852
1042,430,3504849.277849099
1042,1040,16173089.199642902
430,430,-2502821.5709748482
430,1040,-504849.2778490852
1040,430,-3504849.277849099
1040,1040,-16173089.199642902
432,298,-146676.7221325006
432,908,-1893316.86803102
1042,298,-7893316.868031031
1042,908,-3419158.5992911994
430,298,146676.7221325006
430,908,1893316.86803102
1040,298,7893316.868031031
1040,908,3419158.5992911994
430,432,-2419732.352280938
430,1042,4329906.055208815
1040,432,-1670093.9447911414
1040,1042,8015971.584205215
298,432,2419732.352280938
298,1042,-4329906.055208815
908,432,1670093.9447911414
908,1042,-8015971.584205215
430,430,-5069230.645388303
430,1040,-7068260.090671181
1040,430,-4068260.090671228
1040,1040,-11576276.21472883
298,430,5069230.645388303
298,1040,7068260.090671181
908,430,4068260.090671228
908,1040,11576276.21472883
430,298,7488962.99766924
430,908,2738354.0354623655
1040,298,5738354.035462369
1040,908,3560304.630523616
298,298,-7488962.99766924
298,908,-2738354.0354623655
908,298,-5738354.035462369
908,908,-3560304.630523616
298,432,4775877.201123327
298,1042,-5718373.64539081
908,432,-2718373.645390791
908,1042,4737959.016146449
432,432,-4775877.201123327
432,1042,5718373.64539081
1042,432,2718373.645390791
1042,1042,-4737959.016146449
298,430,2566409.0744135072
298,1040,6563410.812822181
908,430,563410.8128221638
908,1040,-4596812.984914004
432,430,-2566409.0744135072
432,1040,-6563410.812822181
1042,430,-563410.8128221638
1042,1040,4596812.984914004
298,298,-7342286.275536834
298,908,-845037.1674313706
908,298,2154962.832568627
908,908,-141146.0312324455
432,298,7342286.275536834
432,908,845037.1674313706
1042,298,-2154962.832568627
1042,908,141146.0312324455
317,317,-3663054.8749369043
317,927,2751713.9766160343
927,317,5751713.976616054
927,927,-7104170.820561262
97,317,3663054.8749369043
97,927,-2751713.9766160343
707,317,-5751713.976616054
707,927,7104170.820561262
317,97,1134523.0056724316
317,707,-1983585.7400774998
927,97,1016414.2599225158
927,707,11249338.231581436
97,97,-1134523.0056724316
97,707,1983585.7400774998
707,97,-1016414.2599225158
707,707,-11249338.231581436
317,459,2528531.8692644727
317,1069,-768128.2365385344
927,459,-6768128.23653857
927,1069,-4145167.4110201737
97,459,-2528531.8692644727
97,1069,768128.2365385344
707,459,6768128.23653857
707,1069,4145167.4110201737
97,317,-4816249.269631771
97,927,1989490.6241861922
707,317,-4010509.3758137887
707,927,4978077.899085354
459,317,4816249.269631771
459,927,-1989490.6241861922
1069,317,4010509.3758137887
1069,927,-4978077.899085354
97,97,-3422240.4060397074
97,707,-5795051.872274869
707,97,-2795051.8722748538
707,707,-10416427.743516056
459,97,3422240.4060397074
459,707,5795051.872274869
1069,97,2795051.8722748538
1069,707,10416427.743516056
97,459,8238489.675671479
97,1069,3805561.248088677
707,459,6805561.248088642
707,1069,5438349.844430702
459,459,-8238489.675671479
459,1069,-3805561.248088677
1069,459,-6805561.248088642
1069,1069,-5438349.844430702
459,317,8479304.14456862
459,927,-4741204.600802183
1069,317,-1741204.600802164
1069,927,2126092.9214757835
317,317,-8479304.14456862
317,927,4741204.600802183
927,317,1741204.600802164
927,927,-2126092.9214757835
459,97,2287717.400367299
459,707,7778637.612352343
1069,97,1778637.612352358
1069,707,-832910.4880651794
317,97,-2287717.400367299
317,707,-7778637.612352343
927,97,-1778637.612352358
927,707,832910.4880651794
459,459,-10767021.54493592
459,1069,-3037433.01155016
1069,459,-37433.01155019435
1069,1069,-1293182.433410604
317,459,10767021.54493592
317,1069,3037433.01155016
927,459,37433.01155019435
927,1069,1293182.433410604
303,303,-6808355.349225247
303,913,3282575.032875088
913,303,6282575.032875115
913,913,-4912202.722275386
583,303,6808355.349225247
583,913,-3282575.032875088
1193,303,-6282575.032875115
1193,913,4912202.722275386
303,583,4046596.7455756795
303,1193,-6326440.853622319
913,583,-3326440.8536223564
913,1193,12799099.0900564
583,583,-4046596.7455756795
583,1193,6326440.853622319
1193,583,3326440.8536223564
1193,1193,-12799099.0900564
303,414,2761758.603649568
303,1024,3043865.820747231
913,414,-2956134.1792527577
913,1024,-7886896.367781013
583,414,-2761758.603649568
583,1024,-3043865.820747231
1193,414,2956134.1792527577
1193,1024,7886896.367781013
583,303,-852363.5371878202
583,913,-1375329.1283827648
1193,303,-7375329.12838275
1193,913,4720929.273688239
414,303,852363.5371878202
414,913,1375329.1283827648
1024,303,7375329.12838275
1024,913,-4720929.273688239
583,583,-2137201.6791138924
583,1193,-1005022.4540131474
1193,583,1994977.5459868484
1193,1193,-15965066.18414904
414,583,2137201.6791138924
414,1193,1005022.4540131474
1024,583,-1994977.5459868484
1024,1193,15965066.18414904
583,414,2989565.216301712
583,1024,2380351.582395912
1193,414,5380351.582395901
1193,1024,11244136.9104608
414,414,-2989565.216301712
414,1024,-2380351.582395912
1024,414,-5380351.582395901
1024,1024,-11244136.9104608
414,303,7660718.886413061
414,913,-1907245.9044923077
1024,303,1092754.095507699
1024,913,191273.4485871042
303,303,-7660718.886413061
303,913,1907245.9044923077
913,303,-1092754.095507699
913,913,-191273.4485871042
414,583,-1909395.0664617652
414,1193,7331463.307635461
1024,583,1331463.3076354875
1024,1193,3165967.0940927756
303,583,1909395.0664617652
303,1193,-7331463.307635461
913,583,-1331463.3076354875
913,1193,-3165967.0940927756
414,414,-5751323.819951296
414,1024,-5424217.4031431535
1024,414,-2424217.403143187
1024,1024,-3357240.54267988
303,414,5751323.819951296
303,1024,5424217.4031431535
913,414,2424217.403143187
913,1024,3357240.54267988
432,432,-2844828.165190781
432,1042,2213714.708298333
1042,432,5213714.708298363
1042,1042,-11465387.588285662
584,432,2844828.165190781
584,1042,-2213714.708298333
1194,432,-5213714.708298363
1194,1042,11465387.588285662
432,584,2159752.782930482
432,1194,-718030.0527951473
1042,584,2281969.9472048203
1042,1194,15918225.442552842
584,584,-2159752.782930482
584,1194,718030.0527951473
1194,584,-2281969.9472048203
1194,1194,-15918225.442552842
432,304,685075.3822602982
432,914,-1495684.655503186
1042,304,-7495684.655503184
1042,914,-4452837.854267181
584,304,-685075.3822602982
584,914,1495684.655503186
1194,304,7495684.655503184
1194,914,4452837.854267181
584,432,-2758431.992429917
584,1042,3289828.6149159987
1194,432,-2710171.3850839464
1194,1042,7871939.1791281365
304,432,2758431.992429917
304,1042,-3289828.6149159987
914,432,2710171.3850839464
914,1042,-7871939.1791281365
584,584,-4233109.393100054
584,1194,-6487825.987791817
1194,584,-3487825.987791884
1194,1194,-12499124.117691815
304,584,4233109.393100054
304,1194,6487825.987791817
914,584,3487825.987791884
914,1194,12499124.117691815
584,304,6991541.385529972
584,914,3197997.3728758185
1194,304,6197997.37287583
1194,914,4627184.938563679
304,304,-6991541.385529972
304,914,-3197997.3728758185
914,304,-6197997.37287583
914,914,-4627184.938563679
304,432,5603260.157620823
304,1042,-5503543.323214461
914,432,-2503543.3232144285
914,1042,3593448.409157498
432,432,-5603260.157620823
432,1042,5503543.323214461
1042,432,2503543.3232144285
1042,1042,-3593448.409157498
304,584,2073356.6101696542
304,1194,7205856.040587158
914,584,1205856.0405871235
914,1194,-3419101.3248609453
432,584,-2073356.6101696542
432,1194,-7205856.040587158
1042,584,-1205856.0405871235
1042,1194,3419101.3248609453
304,304,-7676616.767790478
304,914,-1702312.717372697
914,304,1297687.2826273048
914,914,-174347.08429655293
432,304,7676616.767790478
432,914,1702312.717372697
1042,304,-1297687.2826273048
1042,914,174347.08429655293
412,412,-5457889.852263163
412,1022,3681593.876050701
1022,412,6681593.876050713
1022,1022,-7598912.69898944
532,412,5457889.852263163
532,1022,-3681593.876050701
1142,412,-6681593.876050713
1142,1022,7598912.69898944
412,532,1619906.7617406903
412,1142,-3475917.956740135
1022,532,-475917.9567401368
1022,1142,11435209.317503238
532,532,-1619906.7617406903
532,1142,3475917.956740135
1142,532,475917.9567401368
1142,1142,-11435209.317503238
412,296,3837983.090522473
412,906,-205675.9193105658
1022,296,-6205675.919310575
1022,906,-3836296.6185137993
532,296,-3837983.090522473
532,906,205675.9193105658
1142,296,6205675.919310575
1142,906,3836296.6185137993
532,412,-4253585.957363721
532,1022,1270642.9327279073
1142,412,-4729357.067272052
1142,1022,5151109.166208751
296,412,4253585.957363721
296,1022,-1270642.9327279073
906,412,4729357.067272052
906,1022,-5151109.166208751
532,532,-2035509.628581913
532,1142,-4459115.029842512
1142,532,-1459115.0298425162
1142,1142,-10120396.769808112
